name	b_number	multi_fun
mgrB	b1826	BC-5.5.4
yobH	b4536	Unconserved-ORFs
kdgR	b1827	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yebQ	b1828	BC-4.2.A:BC-6.1
htpX	b1829	BC-5.5.2:BC-6.1
prc	b1830	BC-1.2.3:BC-1.6.7:BC-2.3.6:BC-5.6.4
proQ	b1831	BC-3.1.3:BC-5.5.1
msrC	b1832	Unclassified-Genes
yebS	b1833	BC-4:BC-6.1
yebT	b1834	BC-4:BC-6.1
rsmF	b1835	BC-2.2.3
yebV	b1836	ORFs
yebW	b1837	ORFs
pphA	b1838	BC-2.3.3:BC-3.1.3.2:BC-3.1.3.3:BC-5.5.2:BC-5.5.6
yebY	b1839	Conserved-Hypothetical-ORFs
yebZ	b1840	Unclassified-Genes
yobA	b1841	Unclassified-Genes
holE	b1842	BC-2.1.1
yobB	b1843	Conserved-Hypothetical-ORFs
exoX	b1844	BC-1.2.2:BC-2.1.4:BC-2.1.5:BC-5.6.1
ptrB	b1845	BC-1.2.3:BC-2.3.6
yebE	b1846	Unclassified-Genes
yebF	b1847	Conserved-Hypothetical-ORFs
yebG	b1848	BC-2.1.4:BC-5.8
purT	b1849	BC-1.5.2.1
eda	b1850	BC-1.1.1:BC-1.3.9:BC-1.7.21
edd	b1851	BC-1.3.9
zwf	b1852	BC-1.1.1:BC-1.3.2
yebK	b1853	BC-2.2.2:BC-3.1.2
pykA	b1854	BC-1.3.1:BC-1.3.5
lpxM	b1855	BC-1.6.3.3:BC-6.1:BC-6.3
mepM	b1856	BC-1.6.7:BC-5.1
znuA	b1857	BC-4.3.A.1.p
znuC	b1858	BC-1.5.3.12:BC-4.3.A.1.a
znuB	b1859	BC-4.3.A.1.m:BC-6.1
ruvB	b1860	BC-2.1.3:BC-2.1.4:BC-5.8
ruvA	b1861	BC-2.1.3:BC-2.1.4:BC-5.8
yobI	b4677	ORFs
yebB	b1862	Conserved-Hypothetical-ORFs
ruvC	b1863	BC-2.1.3:BC-2.1.4
yebC	b1864	Unclassified-Genes
nudB	b1865	BC-1.5.3.2
aspS	b1866	BC-2.3.1
yecD	b1867	ORFs
yecE	b1868	Unclassified-Genes
yecN	b1869	ORFs
cmoA	b1870	BC-2.2.3:BC-2.2.5
cmoB	b1871	BC-2.2.3:BC-2.2.5
torZ	b1872	BC-1.3.7:BC-1.4.3
torY	b1873	BC-1.3.7:BC-1.4.3
cutC	b1874	Unclassified-Genes
yecM	b1875	Conserved-Hypothetical-ORFs
argS	b1876	BC-2.3.1
yecT	b1877	ORFs
flhE	b1878	Unclassified-Genes
flhA	b1879	BC-1.6.12:BC-5.3:BC-6.1:BC-6.4
flhB	b1880	BC-6.1:BC-6.4
cheZ	b1881	BC-2.3.3:BC-5.3
cheY	b1882	BC-5.3
cheB	b1883	BC-2.3.3:BC-5.3
cheR	b1884	BC-2.3.3:BC-5.3
tap	b1885	BC-3.1.3.3:BC-5.3:BC-6.1
tar	b1886	BC-3.1.3.3:BC-5.3:BC-6.1
cheW	b1887	BC-3.1.3.3:BC-5.3
cheA	b1888	BC-2.3.3:BC-5.3
motB	b1889	BC-5.3:BC-6.1:BC-6.4
motA	b1890	BC-4.1.A:BC-5.3:BC-6.1
flhC	b1891	BC-1.6.12:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.3:BC-6.4
flhD	b1892	BC-1.6.12:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.3:BC-6.4
insB-5	b1893	BC-8.3
insA-5	b1894	BC-8.3
uspC	b1895	BC-5.5:BC-5.6.1
otsA	b1896	BC-1.7.9:BC-5.5.1:BC-5.5.2
otsB	b1897	BC-1.7.9:BC-5.5.1
araH	b4460	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
araG	b1900	BC-1.1.1:BC-4.3.A.1.a
araF	b1901	BC-1.1.1:BC-4.3.A.1.p
ftnB	b1902	BC-5.5.7
yecJ	b4537	ORFs
azuC	b4663	ORFs
yecR	b1904	Conserved-Hypothetical-ORFs
ftnA	b1905	BC-5.5.7
yecH	b1906	ORFs
tyrP	b1907	BC-1.5.1.14:BC-4.2.A:BC-6.1
yecA	b1908	Unclassified-Genes
pgsA	b1912	BC-1.6.1:BC-6.1
uvrC	b1913	BC-1.2.2:BC-2.1.4:BC-2.1.5:BC-5.6.1
uvrY	b1914	BC-2.2.2:BC-3.1.2.2
yecU	b4752	ORFs
yecF	b1915	ORFs
sdiA	b1916	BC-2.2.2:BC-3.1.2.2:BC-3.3.1:BC-5.1
tcyN	b1917	BC-4.3.A.1.a
tcyL	b1918	BC-4.3.A.1.m:BC-6.1
dcyD	b1919	BC-1.5.1.18:BC-1.5.1.19:BC-1.8.2
tcyJ	b1920	BC-4.3.A.1.p
fliZ	b1921	BC-3.1.4
fliA	b1922	BC-2.2.2:BC-3.1.2.1:BC-3.3.3:BC-5.3:BC-6.4
fliC	b1923	BC-1.6.12:BC-5.3:BC-6.4
fliD	b1924	BC-1.6.12:BC-5.3:BC-6.4
fliS	b1925	BC-1.6.12:BC-5.3:BC-6.4
fliT	b1926	BC-1.6.12:BC-2.3.4:BC-5.3:BC-6.4
amyA	b1927	BC-1.1.1:BC-1.2.4
yedD	b1928	Conserved-Hypothetical-ORFs
yedE	b1929	Conserved-Hypothetical-ORFs
yedF	b1930	Conserved-Hypothetical-ORFs
yedK	b1931	BC-5.6
yedL	b1932	BC-1.7
yedN	b4495	Interrupted-Genes
intG	b1936	Pseudo-Genes
fliE	b1937	BC-6.4
fliF	b1938	BC-5.3:BC-6.4
fliG	b1939	BC-1.6.12:BC-5.3:BC-6.4
fliH	b1940	BC-1.6.12:BC-5.3:BC-6.4
fliI	b1941	BC-1.3.8:BC-6.4
fliJ	b1942	BC-1.6.12:BC-5.3:BC-6.4
fliK	b1943	BC-1.6.12:BC-5.3:BC-6.4
fliL	b1944	BC-5.3:BC-6.4
fliM	b1945	BC-1.6.12:BC-5.3:BC-6.4
fliN	b1946	BC-1.6.12:BC-5.3:BC-6.4
fliO	b1947	BC-1.6.12:BC-5.3:BC-6.4
fliP	b1948	BC-1.6.12:BC-5.3:BC-6.4
fliQ	b1949	BC-1.6.11:BC-1.6.12:BC-6.4
fliR	b1950	BC-4.9.B:BC-6.4
rcsA	b1951	BC-1.6.2:BC-1.6.5:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-6.3
dsrB	b1952	ORFs
yodD	b1953	BC-5.5.4:BC-5.5.6
yedP	b1955	Unclassified-Genes
dgcQ	b1956	BC-5.3
yodC	b1957	ORFs
yedI	b1958	BC-6.1
yedA	b1959	BC-4.9.B:BC-6.1
vsr	b1960	BC-2.1.4
dcm	b1961	BC-2.1.2:BC-3.1.1.2
yedJ	b1962	Unclassified-Genes
yedR	b1963	BC-5.1
yedS	b4496	Interrupted-Genes
hchA	b1967	BC-2.3.4:BC-5.6.2
hprS	b1968	BC-2.3.3:BC-3.1.2.4.3
hprR	b1969	BC-2.2.2:BC-3.1.2.2:BC-5.6.4
yedX	b1970	Unclassified-Genes
msrP	b1971	BC-5.5.6
msrQ	b1972	BC-5.5.6
zinT	b1973	BC-5.5
yodB	b1974	ORFs
mtfA	b1976	BC-3.1.3
yeeJ	b1978	Unclassified-Genes
yeeL	b4497	Interrupted-Genes
shiA	b1981	BC-1.5.1.20:BC-4.2.A:BC-6.1
amn	b1982	BC-1.7.33
yeeN	b1983	Unclassified-Genes
yeeO	b1985	BC-4.2.A:BC-6.1
cbl	b1987	BC-1.5.1.12:BC-1.8.2:BC-2.2.2:BC-3.1.2.2:BC-3.3.2
nac	b1988	BC-1.8.3:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
ldtA	b1990	BC-1.6.7
cobT	b1991	BC-1.5.3.13
cobS	b1992	BC-1.5.3.13
cobU	b1993	BC-1.5.3.13
insH-6	b1994	BC-8.3
yoeA	b4582	Interrupted-Genes
insD-3	b1996	BC-8.3
insC-3	b1997	BC-8.3
yeeP	b1999	Pseudo-Genes
flu	b2000	BC-8.1
yeeR	b2001	BC-8.1
yeeS	b2002	BC-8.1
yeeT	b2003	BC-8.1
cbeA	b2004	BC-5.6.3:BC-8.1
cbtA	b2005	BC-5.6.3:BC-8.1
yeeW	b2006	BC-8.1
yoeF	b4538	ORFs
yeeX	b2007	BC-2.3
yeeA	b2008	BC-4.9.B:BC-6.1
sbmC	b2009	BC-2.1.1:BC-2.1.4:BC-5.6.3:BC-5.8:BC-8.2
dacD	b2010	BC-1.6.7
sbcB	b2011	BC-1.2.2:BC-2.1.5
yeeD	b2012	Unclassified-Genes
yeeE	b2013	BC-4.9.B
plaP	b2014	BC-4.2.A:BC-6.1
yoeI	b4678	Unclassified-Genes
yeeY	b2015	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yeeZ	b2016	ORFs
yoeB	b4539	BC-5.10
yefM	b2017	BC-5.10
hisL	b2018	BC-1.5.1.16
hisG	b2019	BC-1.5.1.16
hisD	b2020	BC-1.5.1.16
hisC	b2021	BC-1.5.1.16
hisB	b2022	BC-1.5.1.16
hisH	b2023	BC-1.5.1.16
hisA	b2024	BC-1.5.1.16
hisF	b2025	BC-1.5.1.16
hisI	b2026	BC-1.5.1.16
wzzB	b2027	BC-1.6.3.1:BC-3.1.3.2:BC-6.3
ugd	b2028	BC-1.6.2:BC-5.5.5:BC-6.3:BC-6.7
gnd	b2029	BC-1.1.1:BC-1.3.2
insH-7	b2030	BC-8.3
wbbL	b4571	Interrupted-Genes
wbbK	b2032	ORFs
wbbJ	b2033	ORFs
wbbI	b2034	BC-1.6.3.1
wbbH	b2035	BC-1.6.3.1:BC-6.3
glf	b2036	BC-1.6.3.1:BC-6.2:BC-6.3
rfbX	b2037	BC-1.6.3.1:BC-4.9.A:BC-6.1
rfbC	b2038	BC-1.6.3.1:BC-1.7.10:BC-6.3
rfbA	b2039	BC-1.6.3.1:BC-1.7.10:BC-6.3
rfbD	b2040	BC-1.6.3.1:BC-1.7.10:BC-6.3
rfbB	b2041	BC-1.5.3.7:BC-1.6.3.1:BC-1.7.10:BC-6.3
galF	b2042	BC-1.7.10
wcaM	b2043	BC-1.6.2
wcaL	b2044	BC-1.6.2
wcaK	b2045	BC-1.6.2
wzxC	b2046	BC-4.9.A:BC-6.1
wcaJ	b2047	BC-1.6.2
cpsG	b2048	BC-1.6.2:BC-1.7.10:BC-5.5.5:BC-6.3:BC-6.7
cpsB	b2049	BC-1.1.1:BC-1.6.2:BC-1.7.10:BC-5.5.5:BC-6.7
wcaI	b2050	BC-1.6.2
gmm	b2051	BC-1.6.2:BC-1.7.10
fcl	b2052	BC-1.6.2:BC-5.5.5:BC-6.3:BC-6.7
gmd	b2053	BC-1.5.3.7:BC-1.6.2:BC-5.5.5:BC-6.3:BC-6.7
wcaF	b2054	BC-1.6.2
wcaE	b2055	BC-1.6.2
wcaD	b2056	BC-1.6.2
wcaC	b2057	BC-1.6.2
wcaB	b2058	BC-1.6.2
wcaA	b2059	BC-1.6.2
wzc	b2060	BC-1.6.2:BC-2.3.3
wzb	b2061	BC-1.6.2
wza	b2062	BC-1.6.2:BC-4.9.B
yegH	b2063	BC-4.9.B
asmA	b2064	BC-1.6.3:BC-6.3
dcd	b2065	BC-1.7.33
udk	b2066	BC-1.7.33
dgcE	b2067	BC-5.3
alkA	b2068	BC-2.1.4
yegD	b2069	BC-2.3.4
yegI	b2070	BC-2.3.3
yegJ	b2071	ORFs
pphC	b2072	BC-2.3.3
yegL	b2073	Unclassified-Genes
ibsA	b4667	BC-5
ibsB	b4668	BC-5
mdtA	b2074	BC-6.1
mdtB	b2075	BC-4.2.A:BC-6.1
mdtC	b2076	BC-4.2.A:BC-6.1
mdtD	b2077	BC-4.2.A:BC-6.1
baeS	b2078	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
baeR	b2079	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3
yegP	b2080	BC-2.1.4
yegQ	b2081	BC-2.2.5:BC-3.1.3.2
ogrK	b2082	BC-8.1
yegZ	b2083	Pseudo-Genes
yegR	b2085	ORFs
yegS	b2086	BC-1
insE-5	b2088	BC-8.3
insF-5	b2089	BC-8.3
gatR	b4498	BC-2.2.2:BC-3.1.2.3
gatD	b2091	BC-1.1.1
gatC	b2092	BC-1.1.1:BC-4.4.A:BC-6.1
gatB	b2093	BC-1.1.1:BC-4.4.A
gatA	b2094	BC-1.1.1:BC-4.4.A:BC-6.1
gatZ	b2095	BC-1.1.1
gatY	b2096	BC-1.1.1
fbaB	b2097	BC-1.3.1
yegT	b2098	BC-4.2.A:BC-6.1
yegU	b2099	ORFs
yegV	b2100	ORFs
yegW	b2101	BC-2.2.2
yegX	b2102	ORFs
thiD	b2103	BC-1.5.3.8
thiM	b2104	BC-1.5.3.8
rcnR	b2105	BC-3.1.2.3
rcnA	b2106	BC-4.9.A:BC-6.1
rcnB	b2107	BC-5.6.2
yehA	b2108	BC-6.5
yehB	b2109	BC-4
yehC	b2110	BC-2.3.4
yehD	b2111	BC-6.5
yehE	b2112	Conserved-Hypothetical-ORFs
mrp	b2113	BC-1.5.3
metG	b2114	BC-2.3.1
yehF	b2115	ORFs
yehI	b2118	Unclassified-Genes
yehK	b4541	Unconserved-ORFs
yehL	b2119	Unclassified-Genes
yehM	b2120	Conserved-Hypothetical-ORFs
yehP	b2121	BC-5.3
yehQ	b2122	ORFs
yehR	b2123	ORFs
yehS	b2124	Unclassified-Genes
btsR	b2125	BC-3.1.2:BC-5.6.4
btsS	b2126	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
mlrA	b2127	BC-2.2.2:BC-3.1.2
yohO	b4542	Unconserved-ORFs
yehW	b2128	BC-4.3.A.1.m:BC-6.1
yehX	b2129	BC-4.3.A.1.a
yehY	b2130	BC-4.3.A.1.m:BC-6.1
osmF	b2131	BC-4.3.A.1.p
bglX	b2132	BC-1.1.1
dld	b2133	BC-1.3.6:BC-1.4.1:BC-6.1
pbpG	b2134	BC-1.6.7:BC-5.1:BC-5.6.4:BC-6.2
yohC	b2135	Unclassified-Genes
yohD	b2136	BC-6.1
yohF	b2137	BC-1.1
mdtQ	b2139	Pseudo-Genes
yohP	b4679	Unclassified-Genes
dusC	b2140	BC-2.2.3
yohJ	b2141	ORFs
yohK	b2142	BC-4.9.B
cdd	b2143	BC-1.7.33
sanA	b2144	Conserved-Hypothetical-ORFs
yeiS	b2145	ORFs
preT	b2146	BC-1
preA	b2147	BC-1
mglC	b2148	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
mglA	b2149	BC-1.1.1:BC-4.3.A.1.a
mglB	b2150	BC-1.1.1:BC-2.3.4:BC-4.3.A.1.p
galS	b2151	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yeiB	b2152	ORFs
folE	b2153	BC-1.5.3.2
yeiG	b2154	BC-5.6.2
cirA	b2155	BC-4.9.A:BC-8.4
lysP	b2156	BC-1.5.1.7:BC-4.2.A:BC-6.1
yeiE	b2157	BC-2.2.2:BC-3.1.2.2
yeiH	b2158	ORFs
nfo	b2159	BC-2.1.4:BC-5.6.1
yeiI	b2160	ORFs
nupX	b2161	BC-4.2.A:BC-6.1
rihB	b2162	BC-1.7.33
yeiL	b2163	BC-2.2.2:BC-3.1.2.2
psuT	b2164	BC-4.2.A:BC-6.1
psuG	b2165	BC-1.2
psuK	b2166	BC-1.5.2.2
fruA	b2167	BC-1.1.1:BC-4.4.A:BC-6.1
fruK	b2168	BC-1.3
fruB	b2169	BC-1.1.1:BC-4.4.A
setB	b2170	BC-1.1.1:BC-4.2.A:BC-6.1
yeiW	b4502	Unclassified-Genes
yeiP	b2171	ORFs
yeiQ	b2172	ORFs
yeiR	b2173	Unclassified-Genes
lpxT	b2174	BC-6
mepS	b2175	BC-1.6.7
pdeN	b2176	Unclassified-Genes
yejA	b2177	BC-4.3.A.1.p
yejB	b2178	BC-4.3.A.1.m:BC-6.1
yejE	b2179	BC-4.3.A.1.m:BC-6.1
yejF	b2180	BC-4.3.A.1.a
yejG	b2181	Unclassified-Genes
bcr	b2182	BC-4.2.A:BC-5.6.4:BC-6.1
rsuA	b2183	BC-2.2.3
radD	b2184	BC-5.6
rplY	b2185	BC-2.3.2:BC-2.3.8:BC-6.6
yejK	b2186	BC-2.3.7
yejL	b2187	Unclassified-Genes
yejM	b2188	ORFs
insH-8	b2192	BC-8.3
yejO	b2190	Interrupted-Genes
narP	b2193	BC-1.3.7:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.2
ccmH	b2194	BC-1.6.15.1:BC-2.3.4:BC-6.1
ccmG	b2195	BC-1.6.15.1:BC-2.3.4:BC-6.1
ccmF	b2196	BC-1.6.15.1:BC-6.1
ccmE	b2197	BC-1.6.15.1:BC-2.3.4
ccmD	b2198	BC-1.6.15.1:BC-2.3.4:BC-6.1
ccmC	b2199	BC-1.6.15.1:BC-6.1
ccmB	b2200	BC-1.6.15.1:BC-6.1
ccmA	b2201	BC-1.6.15.1
napC	b2202	BC-1.3.7:BC-1.4.2:BC-1.6.15.1
napB	b2203	BC-1.3.7:BC-1.4.2:BC-1.6.15.1
napH	b2204	BC-1.3.7:BC-1.4.3
napG	b2205	BC-1.3.7:BC-1.4.3
napA	b2206	BC-1.3.7:BC-1.4.2
napD	b2207	BC-2.3.4:BC-2.3.5
napF	b2208	BC-1.3.7
yojO	b4604	ORFs
eco	b2209	BC-3.1.3.3
mqo	b2210	BC-1
yojI	b2211	BC-4.3.A.1.am:BC-6.1
alkB	b2212	BC-2.1.4
ada	b2213	BC-2.1.4:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
ftp	b2214	BC-1.7.19
ompC	b2215	BC-4.1.B
rcsD	b2216	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
rcsB	b2217	BC-1.6.2:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.1:BC-6.3:BC-6.7
rcsC	b2218	BC-1.6.2:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
atoS	b2219	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
atoC	b2220	BC-1.1.2:BC-1.7.14:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3:BC-3.1.3.3:BC-3.3.1
atoD	b2221	BC-1.1.2
atoA	b2222	BC-1.1.2
atoE	b2223	BC-4.9.B
atoB	b2224	BC-1.1.2:BC-6.1
yfaP	b2225	Conserved-Hypothetical-ORFs
yfaQ	b2226	ORFs
yfaS	b4500	Interrupted-Genes
yfaT	b2229	Conserved-Hypothetical-ORFs
yfaA	b2230	Conserved-Hypothetical-ORFs
gyrA	b2231	BC-2.1.1
ubiG	b2232	BC-1.3.6:BC-1.5.3.11
yfaL	b2233	Unclassified-Genes
ypaB	b4605	ORFs
nrdA	b2234	BC-1.7.33
nrdB	b2235	BC-1.7.33
yfaE	b2236	BC-2.3.3
inaA	b2237	BC-5.5.4
yfaH	b2238	Pseudo-Genes
glpQ	b2239	BC-1.7.6
glpT	b2240	BC-1.3.6:BC-1.3.7:BC-1.5.4:BC-1.7.6:BC-4.2.A:BC-6.1
glpA	b2241	BC-1.3.7:BC-1.4.1:BC-1.7.6:BC-6.1
glpB	b2242	BC-1.3.7:BC-1.4.1:BC-1.7.6:BC-6.1
glpC	b2243	BC-1.3.7:BC-1.4.1:BC-1.7.6:BC-6.1
rpnE	b2244	Unclassified-Genes
ypaA	b4543	Pseudo-Genes
yfaU	b2245	BC-1
yfaV	b2246	BC-4.2.A:BC-6.1
rhmD	b2247	BC-1
yfaX	b2248	BC-2.2.2:BC-3.1.2
yfaY	b2249	Unclassified-Genes
yfaZ	b2250	Unclassified-Genes
nudI	b2251	BC-1
ais	b2252	BC-1.6.3.2
arnB	b2253	BC-1.6.3.3:BC-5.6.4
arnC	b2254	BC-1.6.3.3
arnA	b2255	BC-1.6.3.3:BC-5.6.4
arnD	b2256	Unclassified-Genes
arnT	b2257	BC-1.6.3.3
arnE	b4544	BC-4.9.A:BC-6.1
arnF	b2258	BC-4.9.B:BC-6.1
pmrD	b2259	BC-5.6.4
menE	b2260	BC-1.3.7:BC-1.5.3.11
menC	b2261	BC-1.3.7:BC-1.5.3.11
menB	b2262	BC-1.3.7:BC-1.5.3.11
menH	b2263	BC-1.5.3.11
menD	b2264	BC-1.3.7:BC-1.5.3.11
menF	b2265	BC-1.3.7:BC-1.5.3.11
elaB	b2266	Unclassified-Genes
elaA	b2267	ORFs
rbn	b2268	BC-1.2.1:BC-2.2.3:BC-2.2.4
elaD	b2269	BC-2.3.6
yfbK	b2270	Unclassified-Genes
yfbL	b2271	ORFs
yfbM	b2272	ORFs
yfbN	b2273	Conserved-Hypothetical-ORFs
yfbO	b2274	ORFs
yfbP	b2275	ORFs
nuoN	b2276	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoM	b2277	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoL	b2278	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoK	b2279	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoJ	b2280	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoI	b2281	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoH	b2282	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
nuoG	b2283	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoF	b2284	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoE	b2285	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoC	b2286	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoB	b2287	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D
nuoA	b2288	BC-1.3.6:BC-1.3.7:BC-1.4.1:BC-4.3.D:BC-6.1
lrhA	b2289	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
alaA	b2290	BC-1.5.1.17
yfbR	b2291	BC-1.5.2.2
yfbS	b2292	BC-4.9.B
hxpA	b2293	Unclassified-Genes
yfbU	b2294	Unclassified-Genes
yfbV	b2295	BC-3.1.1
ackA	b2296	BC-1.1.1:BC-1.1.3:BC-1.7.28:BC-1.7.29:BC-1.7.30
pta	b2297	BC-1.1.1:BC-1.1.3:BC-1.7.28:BC-1.7.29:BC-1.7.30
yfcC	b2298	BC-4.9.B:BC-6.1
yfcD	b2299	ORFs
yfcE	b2300	Unclassified-Genes
yfcF	b2301	BC-5.5.6
yfcG	b2302	BC-5.5.6
folX	b2303	BC-1.7.1
yfcH	b2304	ORFs
rpnB	b2305	BC-5.4
hisP	b2306	BC-4.3.A.1.a:BC-5.5.6
hisM	b2307	BC-4.3.A.1.m:BC-5.5.6:BC-6.1
hisQ	b2308	BC-4.3.A.1.m:BC-5.5.6:BC-6.1
hisJ	b2309	BC-4.3.A.1.p:BC-5.5.6
argT	b2310	BC-1.5.1.3:BC-1.5.1.7:BC-4.3.A.1.p
ubiX	b2311	BC-1.3.6:BC-1.5.3.11
purF	b2312	BC-1.5.2.1
cvpA	b2313	BC-6.1:BC-8.4
dedD	b2314	BC-5.1
folC	b2315	BC-1.5.3.2:BC-1.7.17
accD	b2316	BC-1.5.4
dedA	b2317	ORFs
truA	b2318	BC-2.2.3
usg	b2319	ORFs
pdxB	b2320	BC-1.5.3.6
flk	b2321	BC-6.4
yfcJ	b2322	BC-4.2.A:BC-6.1
fabB	b2323	BC-1.5.4
mnmC	b2324	BC-2.2.3
yfcL	b2325	Conserved-Hypothetical-ORFs
epmC	b2326	BC-2.3.3
yfcA	b2327	Unclassified-Genes
mepA	b2328	BC-1.6.7:BC-5.6.4:BC-6.2
aroC	b2329	BC-1.5.1.20
prmB	b2330	BC-2.3.3
smrB	b2331	Unclassified-Genes
yfcO	b2332	Conserved-Hypothetical-ORFs
yfcP	b2333	BC-6.5
yfcQ	b2334	BC-6.5
yfcR	b2335	BC-6.5
yfcS	b2336	BC-2.3.4
yfcU	b4661	Interrupted-Genes
yfcV	b2339	BC-6.5
sixA	b2340	BC-2.3.3:BC-3.1.3.2
fadJ	b2341	BC-1.1.2
fadI	b2342	BC-1.1.2
yfcZ	b2343	Unclassified-Genes
fadL	b2344	BC-1.1.2:BC-4.1.B:BC-8.1
yfdF	b2345	ORFs
mlaA	b2346	BC-4
yfdC	b2347	ORFs
intS	b2349	BC-8.1
yfdG	b2350	BC-8.1
yfdH	b2351	BC-8.1
yfdI	b2352	BC-8.1
yfdK	b2354	BC-5.5.6:BC-8.1
yfdL	b2355	Pseudo-Genes
yfdM	b2356	BC-8.1
yfdN	b2357	BC-8.1
yfdO	b2358	BC-5.5.6:BC-8.1
yfdP	b2359	BC-8.1
yfdQ	b2360	BC-8.1
yfdR	b2361	BC-8.1
yfdS	b2362	BC-5.5.6:BC-8.1
yfdT	b2363	BC-8.1
ypdJ	b4545	ORFs
torI	b4501	BC-3.1.2:BC-8.1
dsdC	b2364	BC-1.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
dsdX	b2365	BC-4.2.A:BC-6.1
dsdA	b2366	BC-1.1.3
emrY	b2367	BC-4.2.A:BC-5.6.4:BC-6.1
emrK	b2368	BC-4.9.B:BC-5.6.4
evgA	b2369	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3
evgS	b2370	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
yfdE	b2371	BC-1.7.1
yfdV	b2372	BC-4.2.A
oxc	b2373	Unclassified-Genes
frc	b2374	BC-1.8
yfdX	b2375	Unclassified-Genes
ypdI	b2376	BC-1.6.2:BC-6.7
yfdY	b2377	ORFs
lpxP	b2378	BC-1.6.3.3:BC-5.5.2:BC-6.1:BC-6.3
ypdK	b4680	Unclassified-Genes
alaC	b2379	BC-1.5.1.17
ypdA	b2380	BC-3.1.2.4.3:BC-5.5.3:BC-6.1
ypdB	b2381	BC-2.2.2:BC-3.1.2.4.3
ypdC	b2382	BC-2.2.2:BC-3.1.2.2
fryA	b2383	BC-4.4.A
ypdE	b2384	BC-1.2.3
ypdF	b2385	BC-1.2.3
fryC	b2386	BC-1.1.1:BC-4.4.A
fryB	b2387	BC-4.4.A
glk	b2388	BC-1.1.1
yfeO	b2389	BC-4.9.B:BC-6.1
ypeC	b2390	ORFs
mntH	b2392	BC-4.2.A:BC-5.6.2:BC-6.1
nupC	b2393	BC-1.7.33:BC-4.2.A:BC-6.1
insL-3	b2394	BC-8.3
pdeA	b2395	ORFs
yfeC	b2398	BC-3.1.4
yfeD	b2399	BC-3.1.2
gltX	b2400	BC-1.5.3.12:BC-2.3.1
xapR	b2405	BC-2.2.2:BC-3.1.2.2:BC-3.3.1
xapB	b2406	BC-1.1.1:BC-4.2.A:BC-6.1
xapA	b2407	BC-1.7.33
yfeN	b2408	ORFs
yfeR	b2409	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yfeH	b2410	BC-4.9.B
ypeB	b4546	Unconserved-ORFs
ligA	b2411	BC-2.1.4
zipA	b2412	BC-5.1:BC-6.1
cysZ	b2413	BC-1.8.2:BC-6.1
cysK	b2414	BC-1.5.1.12
ptsH	b2415	BC-1.1.1:BC-3.1.3.3:BC-4.8.A
ptsI	b2416	BC-1.1.1:BC-4.8.A
